id,rate,”review",product_id,"created_at","updated_at",user_id,”occupation","length","often","hourly_wage",rate_flexibility,rate_wage,rate_future,rate_growth,rate_social,rate_value,rate_reccommendation,"review_job","review_authority","review_skills","review_training","review_environment","review_expectation","review_merit”
12,9,"aaabbb",12,"2017-04-09 06:03:50","2017-04-09 06:03:50",3,"コミュニケーション","1ヶ月〜2ヶ月","週3日〜4日","無給（交通費なし）",10,5,5,8,5,8,6,"希望を出したら対応してもらえる。私はウェブサイトの編集や、パンフレットのレイアウトに関わった。20% パンフレット 80% コミュニケーション","意見は聞いてくれた。特に裁量権などについては考えなかった。それほど、裁量権や権限を気にするような仕事をしていないと思う。","社会に出る上でどのようなスキルを手に入れると役に立つか考え、自分なりに発見し、次に進む機会となった。プログラミングに対する興味が深まった。","他にもインターン生が居たから、打ち解けた。働いている人は皆さん良い人で、日本人、フランス人共にフレンドリーに接してくれた。","良い意味でゆる〜く、好きなようにさせて頂いていたと思う。フランスっぽくてかっこよかった。よく、映画の撮影などで使われるらしい。"," フランス語を学んでいて、それを使いたかった。春休み中にフランス語にそれなりに関わることが出来たと思う。","働くことの意味を考える良い機会になった。フランス語を学んでいるならば、情報収集出来る。使いたければフランス語を使える。"
13,7,"aaaaaaaaaaaaaaaaaa",13,"2017-04-09 06:04:29","2017-04-09 06:04:29",1,"商品開発","6ヶ月〜11ヶ月","週1日〜2日","1000円〜1099円",10,8,10,10,10,8,8,"高校生向けに教育プログラムを開発した。一つは、勉強法を発見するプログラム、もう一つは進路目標を持つプログラムである。プログラム開発が業務の１００％を占める。","開発テーマの選定から開発、トライアル、販売まで、全ての権限を与えられ、担当社員の方とともにプラグラム開発の全工程を担う。","論理的思考：各プログラムのコンテンツを実施する目的や効果など、全てのことに意義を持たせることが求められ、論理的にものごとを考察する視点が身についた。","裁量が大きい分フィードバックも厳しく、改善点については事細かく指摘される。しかし、良い点についても積極的に評価してもらえる。","週に１回２時間のmtgがあり、それ以外は自宅での作業。自分を律しないと、作業に支障が出る。仲間は大変フレンドリーでチームワークは良い。","期待：高校生が進路について主体的に考えられるようなプログラムの作成 ギャップ：勉強内容に特化したプログラムの開発が先行した","売れる教育プログラムとはどのようなものなのかを、身をもって学べる。商品開発で必要なマーケティング的視点が身につく。"
14,6,"1",14,"2017-04-09 06:04:29","2017-04-09 06:04:29",2,"メディア開発","6ヶ月〜11ヶ月","週3日〜4日","1000円〜1099円",10,10,8,10,8,8,8,"業務内容:女子大生向けウェブメディアの企画・運営をした。 デザインの企画 30%、インタビューや記事を書くライター業務 40%、SNS運用 30%","記事内容などに関しては自分たちで大部分を決めることができた。予算や法務関連事項以外についてはインターン生の裁量に任せられていた。","・企画力:実際のデータをもとに今後の方向性を考えて企画をすることができるようになった。既存のものに頼らず新しいアイディアを打ち出す能力が身についた。 ・プレゼン力:自分たちの企画を社員の方に認めてもらうために、会議の際のプレゼン力が身についた。","社員の方とはSlackを通じて、頻繁に様々な意見を交わすことができる。また週に1度は会議がありそこでも関わることができる。
","オフィスは活気があり明るい雰囲気。固定のデスクではなく円形テーブルの空いている席に座るような形になっている。日によってはインターン生同士がまとまって座れないこともある。","期待:記事のライター業務が主だと考えていた ギャップ:実際はSNS運用やサイト内で使用するキャラクターのデザインの企画など業務の分野が多岐にわたっていた。","社員の方にアドバイスなどをいただけることが多く、役立つ知識が得られた。またインターン生同士の関わりでコミュニティが広がった。企画や取材、アポ取りなどのスキルは大学の研究を進める上でも役立った。"
15,6,"a",15,"2017-05-17 14:49:19","2017-05-17 14:49:19",3,"ウェブマーケティング","3ヶ月〜5ヶ月","週1日〜2日","900円〜999円",10,8,8,8,4,8,7,"女性向け情報メディアの運営 クラウドソーシング：１０％ 記事タイトル作成：３０％ 記事検収：４０％ ライター対応：２０％","タイトルを作成し、どのような記事を書いてもらうのかを決定した。記事内容を確認し、ウェブサイトに記事を投稿した。","マーケティングスキル：SEOを上げるために、どのような内容の記事を書いてもらえば良いのかを考えることができる。","相互にインターン生でフィードバックをし合い、改善点については包み隠さず指摘し合う。厳しいフィードバックを受け入れる心構えが必要。","オフィスは開放的なつくりで、休憩スペースがあるなど、人間工学に基づいた設計。自分の主張をはっきり通そうとする社員が多い。","期待：ウェブマーケティングスキルの体得 ギャップ：雑務的要素の強い仕事も多く、根気のいる作業の連続だった。","ウェブマーケティングの基礎的な知識を身に付けることができ、ウェブサイト運営やSEOなどに関する実務的ノウハウが身につく。"
16,7,"a",16,"2017-05-17 14:49:29","2017-05-17 14:49:29",1,"ビジネス全般","1ヶ月〜2ヶ月","週5日以上","無給（交通費なし）",8,5,4,8,8,10,7,"【業務内容(2015年夏当時)】 選挙を控えたカナダにて、環境保全を目的に様々な政治的活動を行なっていました。当時カナダでは経済を重視するハーパーが政権を持っていましたが、当NPOは環境を重視するNew Democratic PartyとLiberal Partyを応援していました。選挙の結果、Liberalが当選し、Justin Trudeauが首相になりました。 具体的に私は ・Pipeline反対の署名活動 (50%) ・署名していただいた人に対して電話でカナダの政治状況に関する電話(25%) ・個人情報などデータ整理(25%) を行なっていました。","どこにいつ署名活動に行くか、どこに電話をするか、今日何の活動をするか以外の大体の裁量権をいただきました。 例:オフィスの開閉、データのアクセス権、そして署名活動中における自由に動ける権利","・コミュニケーション能力 : 署名活動でも電話応対にしても、全く知らない現地の方々と直接自分から関わりに行かなければいけなかったため、Pipelineに賛成している人やハーパー政権を推している人など、色々な考えを持っている人たちはいたが、その中で自分から行動し上手に関わるコミュニケーション能力はついたと思います。 ・環境適応能力 : オフィスにも年齢問わず色々な方がいました。私は唯一の日本人で英語もネイティブではなく、カナダの政治もさっぱり分かりませんでしたが、それなりに分からないことがあれば周囲の人に質問したり、友達も一人もいなかったので、オフィスの人を誘って休日会う機会を作ったりしました。","・優しい人たちばかりだったが、研修などは一切なし。ですが全活動の前に代表の方とミーティングをしていただいて、何をするかなどは説明していただきました。 ・活動期間中にOrganizingに関する外部の研修を一回参加する機会はありました。一日中かかるもので、組織構成に関して役立つ考えや実際に話して行く上でのロープレをしました。","・とてもとても小さな一部屋のオフィス(Vancouver本部の場合。至る所に支部がある)で、大規模なオフィスと大勢の人を想像していたので、思っていたより落ち着く環境でした。 ・私が活動していたVancouver本部は、センター街であるWaterfront駅から歩いて10分くらいで、近くには港もありゆったりする公園もたくさんありました。ランチタイムなどはその公園のベンチでゆったり座って食べたりしました。 ・オフィスには優しい人たちばかり。日本人の旦那さんがいるカナダ人女性がいて、私のことを自分の娘のように良くしてくれました。","期待: 英語力向上と環境に対して働きかけることの経験 ギャップ: 上記のような期待を持って活動を始めましたが、最初はデータ入力など日本にいても誰でも出来るような作業のみだったので、カナダに来てまで何をしてるんだろうと思っていました。ですが、署名活動で色々な地区の家を訪問しながら歩き回ったり、電話応対をしている内に、カナダの政治状況や活動内容の目的を理解していくことができ、元々持っていた期待以上に得るものは多かったように感じます。","時期によって活動内容は異なりますが、日本人はいないので常に英語で業務を行うことになります。分からないことがあったり、やりたいことを伝えるときも、全て英語です。知り合う人達もカナダ人や中国人ばかりです。なので、新しい環境に自分を置いてみたい方や、海外の政治と関わりたい方、学生ではなくただカナダでの生活を経験してみたい方には、当NPOでの活動は面白い環境だと思います。"
17,6,"a",17,"2017-05-17 14:49:36","2017-05-17 14:49:36",2,"Webサイト企画・制作","3ヶ月〜5ヶ月","週1日未満","無給（交通費なし）",10,5,8,8,5,5,6,"・業務内容：体育会系人材に向けての転職・就職・セミナー事業をやっている企業のオウンドメディアの企画・制作を行った。アスリートから転職し、成功した方のインタビューなども載せて、他企業との差別化を図った。 ・割合：在宅制作（資料制作・コード構築・企画、デザイン考案）80%、会議（ミーティング）5%、その他（メンターの方のフォローなど）15%","ベンチャーだったので、資料や企画の質がよければその企画が通るくらいに風通しはよかった。自分で考え、マーケティングを行い、プレゼンをする環境はあったと思います。","・Webサイト構築：基本的に自分の力で勉強し、Webサイトを作っていくことで、Webサイトを０から作ると言う部分は非常に鍛えられた。いざとなれば協力してくれるメンターの方もいたので、非常に環境としては充実していたと思う。 ・積極性：ベンチャーというのもあり、経営者の方も「どんどん考えて来い」というスタンスだった。ある種放任的でもあるが、そこで成果を出すには積極性は必要だったので、そこは鍛えられた。 ・言われたことをしっかりやる能力：当たり前のようで一番おろそかにされがちな部分だと思う。経営者の方はそこを非常に重視なさっていて、なんどもお叱りを受けた。そこで言われたことをしっかりやる能力が身についた。","ほとんどが在宅で自分で勉強するという感じだった。分野ごとにエキスパートのメンターの方に相談できる環境は整っていた。","実際に仕事をしている時は一人だったのでオフィスの雰囲気などというものは特にないが、約月１である会議や食事に連れて行って頂く際は親切に熱い話をしてくださって、環境はよかったと思う。","期待：圧倒的に成長できる、何かを達成できる ギャップ：思った以上に一人だった。Webサイト構築が終わる前に自分が抜けてしまった。","自分で何か達成したい方は、メンターの方に見てもらいながら自分でどんどんできるのでオススメです。また、一人で進めることも多いので、一人で作業したい方もオススメです。"
18,7,"q",18,"2017-05-17 14:51:28","2017-05-17 14:51:28",3,"秘書","3ヶ月〜5ヶ月","週1日〜2日","無給（交通費支給）",8,4,8,8,8,5,5,"・業務内容:主に秘書の補佐役として国会議員の事務所で活動した。具体的には、書類整理などの事務的な作業や代議士の仕事をサポート役として臨機応変に対応する。代議士のテレビ番組や討論へ参加する際は、事前に過去の議論を整理したり、重要事項を要約してレポート作成したりもした。・割合:50%＝事務処理、30%＝書類作成、10%＝メディア対応、10%＝接待","初期は事務的な雑用を担当し、その人の力量に応じて秘書の方と同程度の裁量を与えられるようになる。しかし、担当秘書や事務所によって差異があるために一概には言えない。","・仕事の効率化:事務的な作業をいかに素早く正確に仕上げるか。最初は単調な作業をインターン生は任されるため、当人の創意工夫次第で後の裁量権も最大化できると感じた。・目上の方とのコミュニケーション能力: インターンシップ中の接待は主に国会議員、県のトップや大臣レベルの方々である。謙虚に敬う姿勢を持ちつつ、質問に対しては堂々と自分の意見を持つことが重要だと感じた。","各事務所に応じて異なるが、教育制度は無いと考えて良い。面倒見の良い代議士や秘書と仲良くなれば、各界の偉人ともコネクションを作ることは可能である","雰囲気は明るい。これも事務所によって異なるが、基本的にインターン生に対しては優しい。私の場合は秘書の方と和気藹々と仕事をこなしていた。","期待:特になし。ギャップ:固いイメージは無くなり、代議士の多忙さに驚いた。また、政界も動かしているのは人間であると再認識した。","通常めったに立ち入ることができない国会の事務所で仕事ができる。非常に優秀な秘書とも比較的近い距離なので、政界に興味がある人や、政治に関心が強い人には直接実態や裏側を知るいい機会になるだろう。インターンシップという題目だが、明確なマニュアルが決まっているわけでは無いため、自身の力量や熱意で様々な仕事を任せてくれるように思う。(選挙活動でウグイス嬢を自分から手を挙げて任せてもらっている知人もいた。)政治に全く興味がない人も、滅多に無い機会なので人生経験として参加してもいいと思う。通常ウェブサイトで公募しているが、知人の代議士や過去にインターンを行なっていた人に頼めば年中参加可能だ。"
19,8,"s",19,"2017-05-17 14:51:34","2017-05-17 14:51:34",4,"営業","1ヶ月〜2ヶ月","週3日〜4日","900円〜999円",10,8,10,8,5,8,10,"旅行サイトじゃらんの法人向けサービス「じゃらんコーポレートサービス」の営業。電話営業と申し込み手続きの事務作業が全体の100%で社員が実際にやっている業務を行う。渡されたリストの企業に電話をかけて営業を行い、導入する際は受注から稼働までのサポートもする。","与えられたノルマに向けて電話営業をするため、裁量権はあまりない。ただ、電話営業１つでもやり方は様々でその意味では個人の裁量、やり方次第で結果に大きな変化が現れる。また、このインターンシップは3段階になっており、成果と希望次第で次の「企画」のインターンに進むこともできる。","・電話営業スキル：電話だけでどう相手に伝えるか、言葉遣いや話し方、相手との信頼の築き方など・計画性：決められた期間でどうノルマをこなしていくか、一日、一時間単位に落とし込んで業務を遂行する力","最初の2日間は扱うサービスの説明と基本的な電話の掛け方について研修がある。その後も1対1で社員の方がつき、一週間に一回面談もある。勤務中も同じデスクで仕事をするためわからないことがあれば何でも聞くことができるため自分が求めればサポートは手厚い。自分から行動をすれば社員の人とお昼に行く機会も多く、会社についてよく知ることができる。","雰囲気が明るく、開けた空間。コミュニュケーションが取りやすいような工夫がされてあり、気軽にミーティングできるような作りになっている。インターンのデスクも決められている場所ではなく、日によって座る場所がことなり、働きやすかった。","「リアルな就業体験」をするために申し込んだインターンで、期待通りのことが体験できた。社員の方と同じ場所で同じ業務を行うことで「働くこと」について見直すことができた。","就職活動をするにあたって自分がどうありたいか、どう働きたいかを改めて考える機会となった。社員さんとの面談やランチ、インターン仲間との出会いを通じて自分自身についても振り返る良い機会となった。"
20,7,"a",20,"2017-05-17 15:21:45","2017-05-17 15:21:45",1,"事務系","1ヶ月〜2ヶ月","週5日以上","無給（交通費なし）",10,8,8,8,8,8,6,"業務内容: アウトバウンド(アメリカのお客様が日本へ旅行するケース)部署に所属し、基本的にはお客様のチケットの発行手続きを手伝った。パスポートとの名前の不一致がないかなど、確認作業等の事務処理を主に行っていた。 チケット発行手続きの補佐=80% その他の事務作業=20%","私の働いたロサンゼルス支店はお客様と電話でのやり取りであった為、基礎知識のない私はお客様との直接的な接点は与えられなかった。しかし、自分の万が一の確認ミスでお客様が日本へ旅行が出来なくなってしまうような責任の大きい仕事を取り扱うことができた。","責任感: 自分の発行手続きを終えて郵送でチケットを送るまでに時間がかかるため、もしミスなどがあればお客様の旅行日程に影響がでてしまうような仕事であった。そのため、ミスの許されない、責任の大きい仕事をする上での心構えと責任感を学ぶことができた。","車社会のアメリカであるので、通勤は社員の方が毎日自身の車に乗せてくれるなど、配慮はとてもあった。休日なども地元のイベントに一緒に参加するなど、交流も多かった。","雰囲気は明るく、優しい社員の方が多かった。ランチも皆で雑談しながら食べるなど、コミュニケーションもとりやすかった。"," 期待: 旅行会社の基本的な仕事を勉強する。個人向けであるので、お客様とのやり取りの仕組みや、どういう1日の流れなのかを学ぶ。 ギャップ: 日本とは異なり、店頭接客というものがないのに驚いた。チケットやツアーの予約は全て電話であり、その重要性を知った。","大学では味わえない、働くという実感を強く得ることができた。アルバイトとは異なり、自分の行動が会社全体に影響するということを学んだ。"
21,8,"a",21,"2017-05-17 15:21:50","2017-05-17 15:21:50",2,"企画職","2年以上","週1日未満","無給（交通費なし）",10,10,10,10,10,10,10,"キャビンアテンダントさん向けイベント企画運営、航空業界志望の就活生向けイベント企画運営、Instagram運営、ベンチャーサミット受付手伝い。 各同等の割合。","社長がインターン生の意見にも真摯に向き合ってくださり、同じ裁量権の立場でディスカッションすることができる環境であった。","コミュニケーションスキル:社長がコミュニケーションの達人であり、その側で学ぶことができることは自分自身にとって非常き大きな経験であった。また、色んな場に連れていってくださり多くの社会人の方とお話しする機会を持つことができ、コミュニケーションスキルの向上に繋がった。","常にインターン生が何をしたいか問いかけてくださる環境であった。また、どんなことをしたいか意見を取り入れてインターン生それぞれに違う取り組みをさせてくださり、本当にかけがえのない経験となった。","社長がいつも笑顔で明るく接してくださり、その雰囲気がみんなに伝播する素敵な環境であった。みんなの仲の良さや、雰囲気は唯一無二のものがある。","インターンを志望した理由は、就職活動をする前に多くの社会人の方とお話しする機会を持ちたいと考えたこと。インターンでは、私の想いを社長が汲んでくださり、多くの社会人の方とお話しする機会をいただき、予想を遥かに超えた実り多い時間となった。","社長の駒崎クララさんと出会えたことは自分にとって本当に大きな契機となった。自分が今まで出会ってきた人の中で一番憧れる存在となり、側でインターン生として働けたことは宝物のような時間となった。周りにいた方々も優しくて素敵な方々ばかりで、もっともっと頑張らねばと思う瞬間が多くあり、非常に刺激的であった。"
22,6,"a",22,"2017-05-17 15:21:55","2017-05-17 15:21:55",3,"マーケティング、編集","6ヶ月〜11ヶ月","週1日〜2日","1000円〜1099円",10,8,5,5,8,5,3,"インターン前期はSOEを担当。日々データの整理やSNSの更新やチェック100% インターン後期はコンテンツに掲載する記事の執筆100%","コンテンツ作成をする際は、根本的な内容は指定されているけれど、基本的に自由な内容を自分で考えていました。","タイムマネジメントスキル、文章作成スキル、IT活用スキルなど、ビジネスで必要とされる基本スキルが身につけられました。","正社員よりもインターン生が多いという環境でした。やりたい業務が変われば柔軟に対応してくれる企業でした。","働く頻度や時間はとても柔軟に設定することができます。長期で休んでも復帰しやすい環境でした。長く働くと裁量もそのぶん大きくなります。","社員の方や他のインターン生と業務上で関わることが少なかったことが心残りです。自分の態度次第で解決できたことであるとも思います。"," IT業界や裁量の大きい仕事を経験やしてみたい、授業や他の活動が忙しいけれど働いてみたいという人にオススメなインターンです。"
23,7,"a",7,"2017-05-17 15:21:59","2017-05-17 15:21:59",4,"エンジニア	","1ヶ月未満","週5日以上","1100円〜1199円",2,8,8,8,4,10,9,"・業務内容：課題が３つあり、各週に１つの課題に対しての業務を効率化させるプログラムを考え、実際にdelphiというソフトを用いてアイディアを形にしていく。ワークスは基本的に企業の業務改善をするためのソフトウェアを開発する事業をメインとしているので、その疑似体験をする。 割合：業務の細分化：３０％　業務改善案考案：５０％　プログラミング：２０％","このインターンは社員の業務を手伝うというより学生の０to１思考や論理的思考力を鍛えるプログラムになっているため、そもそも裁量権という概念がない。","・論理的思考力：一切、インターネットは使ってはいけないし、グループワークも認められていないので、真に自分の頭で考えるということが求められる。 ・oto1思考：誰も考えたことのないような業務改善ソフトを作ることが求められているので、課題発見からブレークスルーするような解決案まで自ら作り出す。","フィードバックを受ける時間がそれぞれ決められており、数回社員からアドバイスがもらえる。プログラムの中でも会社の中で優秀賞をとった人の講演や社員に気軽におかしを食べながら社内事情を聞く回などがある。","オフィスの環境は割りと殺風景で、パソコンがずらーっと並んでいるところでそれぞれが黙々と作業するという感じ。","期待：自分が苦手としていた0to1思考や論理的思考力を鍛えつつプログラミングも勉強しようと思った。 ギャップ：もともと一人で黙々と考えて論理を積み立てるのが苦手な人の救済処置はあまりない。かつ、プログラミングもdelphiという誰も使わないソフトを使うので特に学びが活きるわけではない。","このインターンで優秀賞を取ると（約１/３）卒業後２年間有効の内定パスと基本給の１６万に加えて２０万付与される（例年は５０万だったが、この代は３６万とシリコンバレーツアーであった）。 このインターンの選考倍率も高いので、就職に有利。"
